Página,Parágrafo/Bloco,Sentença,Português,Resp. Português,Rev. Português,Glosas,Resp. Glosas,Arquivo Vídeo,Resp. Vídeo,Rev. Tradução,Mocap,Vídeo Mocap,Elan,Resp. Elan,Rev. Elan,"Em 2021, a Unicamp entrou  em terceiro lugar na lista das universidades com melhor reputação do mundo, de acordo com o ranking Times Higher Education (THE) World Reputation. Essa conquista aumenta a responsabilidade social desta instituição pública, tanto por meio da formação de profissionais altamente qualificados quanto no desenvolvimento de projetos que promovam interação entre a academia e a sociedade.",URL,Paragraph,Sentence
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,1.0,"As atividades de Extensão dos Colégios Técnicos representam um significativo avanço no processo de formação profissional, inclusão e de cidadania, visando ampliar o alcance na comunidade externa do conhecimento científico produzido pela comunidade do Colégio Técnico de Campinas e do Colégio Técnico de Limeira."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,2.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,3.0,1.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,3.0,Objetivos do Edital
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,4.0,"O presente edital visa o apoio financeiro de ações de extensão produzidas nos Colégios Técnicos, coordenadas por docentes desses colégios , cuja execução terá início em 14 de Junho de 2023, com duração de 12 (doze meses)."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,5.0,link para envio de propostas: https://www.extecult.proec.unicamp.br/
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,6.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,7.0,2.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,7.0,Link do Edital:  Edital dos Colégios Técnicos
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,8.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,9.0,3.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,9.0,Resultado Preliminar:
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,10.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,11.0,4.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,11.0,Resultado do edital:
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,12.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,13.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,14.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/editalcoltec,14.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,0.0,1º Edital ProEC de Financiamento à Pesquisa sobre Extensão Universitária
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,1.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,2.0,Confira o edital completo aqui
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,3.0,Confira o Relatório do Edital e Resultados aqui
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,4.0,A Pró-Reitoria de Extensão e Cultura da Unicamp torna público o presente Edital com o objetivo de fomentar projetos de pesquisa sobre extensão universitária.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,4.0,O prazo de envio das propostas é 24 de julho de 2020.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,5.0,"Considerando a importância da relação universidade-sociedade e o papel da extensão universitária como intermediária dessa relação e considerando o conceito de extensão universitária do Fórum dos Pró-Reitores de Extensão das Universidades Públicas Brasileiras , este edital tem como objetivo adensar e avançar o conhecimento sobre as características, gestão, políticas e práticas da extensão universitária na Unicamp e no Brasil."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,6.0,Este edital valoriza propostas de pesquisa de alto nível que buscam estudar temas como:
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,7.0,Docentes ou pesquisadores (carreira PQ) da Unicamp podem submeter suas propostas de pesquisas (em português ou inglês) no AQUI
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,8.0,"O valor total previsto para o presente Edital é de R$ 100.000,00 (Cem Mil Reais), sendo que o valor máximo de cada proposta é de R$ 10.000,00 (Dez mil Reais)."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,9.0,O prazo de execução da pesquisa é de até 24 meses.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,10.0,"As propostas serão analisadas por meio de processo competitivo de avaliação de mérito, considerando-se sua relevância e o potencial de contribuição para o estudo e divulgação científica da extensão universitária."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,11.0,Cronograma
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,12.0,Confira o edital completo aqui
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,13.0,Confira o Relatório do Edital e Resultados aqui
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,14.0,Comissão de Seleção das propostas submetidas ao Edital
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,15.0,Dúvidas podem ser enviadas no pesquisaextensao@proec.unicamp.br 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,16.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/editais_acoes_ext_pesquisa,16.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,0.0,Biblioteca Comunitária da Unicamp recebe doações e planeja expansão 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,1.0,Publicado em 26/05/2023 por PROEC
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,2.0,"Com apoio da Proec, o projeto pretende criar núcleos em entidades da região"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,3.0,Texto: Fernando José Barbosa e Gabriela Villen  l  Fotos: José Irani 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,4.0,"A Biblioteca Comunitária da Unicamp (Bibcom), com apoio da Pró-reitoria de Extensão e Cultura (Proec), pretende expandir sua atuação."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,4.0,"Além do novo espaço, que ficará no térreo da  Biblioteca Central ""Cesar Lattes"" (BCCL), a Bibcom planeja montar núcleos em outras entidades da Região Metropolitana de Campinas."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,4.0,"Para compor os novos acervos, a biblioteca está arrecadando livros, jogos lúdicos, gibis, HQs e revistas."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,4.0,As doações podem ser realizadas na BC.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,4.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,5.0,"“Não temos bibliotecas públicas suficientes para atender a população e as existentes são cercadas de dificuldades para manutenção, valorização do local como espaço de formação educacional e pessoal do cidadão”, explica a coordenadora do projeto, Gislaine Melo de Lima."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,5.0,O foco principal do projeto é o incentivo à leitura e o fácil acesso para o público geral.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,5.0,"“Temos foco nas comunidades em situação de vulnerabilidade e centros escolares”, disse ela."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,6.0,"O espaço, instalado ​​provisoriamente no primeiro andar da BC, é um ambiente lúdico completamente à disposição da população."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,6.0,"De acordo com a coordenadora, além de ser mais um local para leitura e estudos, a Bibcom promove contação de histórias, visitas guiadas e está viabilizando estrutura para receber e doar livros para a comunidade."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,7.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,8.0,"“A biblioteca comunitária é uma forma de democratizar o acesso da nossa população ao acervo da Biblioteca, visando mostrar a força da leitura na formação dos futuros cidadãos do Brasil, tendo o livro como ponto de encontro”, defende o pró-reitor de Extensão e Cultura, Fernando Coelho."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,8.0,"Ele aposta no espaço também como ambiente propício à interação de gerações, pela diversidade de público a qual estará acessível."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,8.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,9.0,Coelho afirma o compromisso da  Proec com o projeto e sua expansão.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,9.0,"“O objetivo é ter, no futuro próximo, um braço móvel da nossa biblioteca comunitária”, diz ele."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,9.0,"As primeiras articulações estão sendo realizadas com a organização Patrulheiros Campinas, que se dedica à profissionalização do menor aprendiz, para firmar o intercâmbio entre suas bibliotecas."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,10.0,"Na Biblioteca Central, também já está em andamento o projeto para atualização do espaço."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,10.0,"Segundo Lima, a Bibcom ganhará novas instalações no térreo da BC, facilitando o acesso da população."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,11.0,"Segundo a coordenadora, o apoio da Proec tem sido fundamental para subsidiar a contratação de estagiários e custear despesas de instalação."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,11.0,"“Ter o apoio de uma Proec para se instalar uma biblioteca comunitária dentro de uma Universidade é traduzir a intenção dela em incentivar a formação básica para as pessoas”, considera a coordenadora."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,12.0,"A Bibcom já realizou ações culturais em parceria com a Secretaria Municipal de Educação de Campinas e com outros órgãos da Unicamp, como a Divisão de Educação Infantil e Complementar (Dedic)."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,13.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,14.0,"Biblioteca Central ""Cesar Lattes""​​ (BCCL)"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,15.0,R.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,15.0,"Sérgio Buarque de Holanda, 421 - Cidade Universitária, Campinas - SP"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,16.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/biblioteca-comunitaria-da-unicamp-recebe-doacoes-e-planeja-expansao,16.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,0.0,"Atenção: Antes de fazer o download, leia as normas para uso do logotipo da Unicamp no link abaixo."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,1.0,https://www.unicamp.br/unicamp/logotipo
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,2.0,"Disponíveis nos formatos: TIF, DXF, CDR, GIF, JPG, GIF, EPS."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,3.0,As imagens abaixo estão em alta definição e para salvá-las clique
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,4.0,"com o botão direito do mouse sobre a imagem e escolha - ""Salvar imagem como...""."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,5.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,6.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,7.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,8.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,9.0,Logotipos - Pró-Reitoria de Extensão e Cultura - ProEC | Unicamp
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,10.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,11.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,12.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,13.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,14.0,
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,15.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,16.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,17.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/paginas/logotipos,17.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,0.0,Dia do Desafio
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,1.0,Publicado em 17/05/2023 por PROEC
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,2.0,Inscrições abertas até 24/05
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,3.0,O Dia do Desafio é uma campanha mundial de incentivo à prática regular de atividade física e esportivas em todas as fases da vida e para todos os públicos.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,4.0,"O Programa UniversIDADE esta participando desta ação, conjuntamente com o grupo PET (Programa Educação Tutorial) FEF/UNICAMP."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,5.0,"Aproveitando o evento, estaremos contando com a presença da Ecobrinquedoteca, comemorando o dia Mundial do Brincar!"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,6.0,Convidamos nossos alunos e comunidade Unicamp a se juntar a nós!
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,6.0,Tragam seus amigos e/ou familiares.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,7.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,8.0,IMPORTANTE:
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,9.0,"- Vir vestido/a com roupa confortável e tênis, pois iremos nos movimentar!"
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,10.0,"- Trazer garrafa de água, ou caneca."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,11.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,12.0,Dia: 31 de Maio de 2023
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,13.0,Horário: 09:00 hs
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,14.0,Local: Praça da Paz da Unicamp
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,15.0,Inscrições abertas até 24/05.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,15.0,Clique aqui para se inscrever
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,16.0, 
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,17.0,"Para mais informações sobre o que é o Dia do Desafio, acesse o site."
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,18.0,© Pró-Reitoria de Extensão e Cultura.
,,,,,,,,,,,,,,,,,https://www.proec.unicamp.br/noticias/dia-do-desafio-1,18.0,"Desenvolvido por DTIC - Diretoria de Tecnologia da Informação e Comunicação
"
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
,,,,,-,,,,,,,,,,,,,,
